"Area_Codes","Year","Previous_Year","Current_Proportion","Previous_Proportion","Percent_Change","Significant","Direction"
"E07000085",2013,2012,11.5802022527337,12.1930047425474,-5.02585296038908,FALSE,"decrease"
"E07000086",2013,2012,11.3594457171593,10.8351235230934,4.83909752342359,FALSE,"increase"
"E07000087",2013,2012,10.496880151923,9.75609756097561,7.59302155721075,FALSE,"increase"
"E07000088",2013,2012,13.3786972507271,12.4201661674108,7.71753831950642,FALSE,"increase"
"E07000089",2013,2012,10.7361627652592,10.1939557961209,5.31890641849385,FALSE,"increase"
"E07000090",2013,2012,13.1408859151993,12.4714784406264,5.36750697008203,FALSE,"increase"
"E07000091",2013,2012,12.2462402448742,12.331800596595,-0.693818806512534,FALSE,"decrease"
"E07000092",2013,2012,12.338926980231,12.3630155845586,-0.194844082844051,FALSE,"decrease"
"E07000093",2013,2012,11.7012160287277,12.363399462004,-5.35599804334856,FALSE,"decrease"
"E07000094",2013,2012,13.2139229222381,14.2027252146427,-6.96206029097265,FALSE,"decrease"
"E07000095",2013,2012,13.2705102648407,11.7805127102703,12.6479856286001,FALSE,"increase"
"E07000096",2013,2012,13.7550217133191,13.9850461611166,-1.64478862026962,FALSE,"decrease"
"E07000098",2013,2012,14.4981139469946,14.972024415056,-3.16530654054258,FALSE,"decrease"
"E07000099",2013,2012,14.5452555543395,15.5352307371849,-6.37245239284287,FALSE,"decrease"
"E07000102",2013,2012,14.0883364776384,15.7163447679447,-10.3586954495094,FALSE,"decrease"
"E07000103",2013,2012,18.0193121059772,19.1770250530552,-6.0369788529507,FALSE,"decrease"
"E07000105",2013,2012,13.419517450251,14.0721196130167,-4.63755411915376,FALSE,"decrease"
"E07000106",2013,2012,16.637615339101,16.4715374862092,1.00827171131322,FALSE,"increase"
"E07000107",2013,2012,13.3459375605972,13.1193806193806,1.72688747883356,FALSE,"increase"
"E07000108",2013,2012,16.7663826272638,17.2487364321816,-2.79645878302052,FALSE,"decrease"
"E07000109",2013,2012,16.9425557984768,16.5973254086181,2.08003627909494,FALSE,"increase"
"E07000110",2013,2012,13.8553939969663,14.6349927440217,-5.32695000736411,FALSE,"decrease"
"E07000111",2013,2012,13.5523868567886,14.6780202235232,-7.66883646154571,FALSE,"decrease"
"E07000112",2013,2012,16.6759048264252,16.3804937802277,1.80343187550354,FALSE,"increase"
"E07000113",2013,2012,15.5361356287687,15.4783767239206,0.373158670823903,FALSE,"increase"
"E07000114",2013,2012,18.1544945196753,18.7485285709481,-3.16843025320552,FALSE,"decrease"
"E07000115",2013,2012,12.9647571757297,13.3305604658417,-2.74409535179962,FALSE,"decrease"
"E07000116",2013,2012,15.1701956580005,17.2032747942649,-11.8179774524219,FALSE,"decrease"
"E07000117",2013,2012,25.0781901584654,25.1029803731524,-0.0987540695108513,FALSE,"decrease"
"E07000118",2013,2012,14.5907783491676,15.3014815148377,-4.64466898176453,FALSE,"decrease"
"E07000119",2013,2012,14.4056375989668,15.0739344737605,-4.43346012918537,FALSE,"decrease"
"E07000120",2013,2012,24.7341259658427,24.5437419050983,0.775692889375,FALSE,"increase"
"E07000121",2013,2012,20.4788494077834,22.3473849921287,-8.36131648066851,FALSE,"decrease"
"E07000122",2013,2012,27.7543316993892,27.9682591268552,-0.764893612061062,FALSE,"decrease"
"E07000123",2013,2012,22.7859731509367,24.1660958001792,-5.71098724698536,FALSE,"decrease"
"E07000124",2013,2012,16.6144710619433,18.1443125368359,-8.43152074120624,FALSE,"decrease"
"E07000125",2013,2012,18.3074382393583,19.9387463891692,-8.18159837118461,FALSE,"decrease"
"E07000126",2013,2012,13.8975567301365,14.7050435469364,-5.49122356708783,FALSE,"decrease"
"E07000127",2013,2012,15.2563217398809,16.8107289253253,-9.24651865097112,FALSE,"decrease"
"E07000128",2013,2012,16.0075368560543,15.9896468373655,0.1118850145395,FALSE,"increase"
"E07000129",2013,2012,14.0963244613435,17.8776750664809,-21.1512436101219,TRUE,"decrease"
"E07000130",2013,2012,17.2230406599882,23.4203589992785,-26.4612439949414,TRUE,"decrease"
"E07000131",2013,2012,13.909478885894,19.797452729619,-29.7410678239226,TRUE,"decrease"
"E07000132",2013,2012,15.1638901493053,19.8195280961941,-23.490155387619,TRUE,"decrease"
"E07000133",2013,2012,16.7350848385331,22.8549284216285,-26.7769098646748,TRUE,"decrease"
"E07000134",2013,2012,15.9521960263573,21.3083971759051,-25.1365745876205,TRUE,"decrease"
"E07000135",2013,2012,16.9281585466557,22.1993032636597,-23.7446403357752,TRUE,"decrease"
"E07000136",2013,2012,18.6591857286721,24.4654472275128,-23.732496875476,TRUE,"decrease"
"E07000137",2013,2012,18.4312148028962,24.5097408860027,-24.8004502021394,TRUE,"decrease"
"E07000138",2013,2012,21.1017074250849,28.276642317814,-25.3740695662758,TRUE,"decrease"
"E07000139",2013,2012,13.6177386999018,18.141876039756,-24.9375385982135,TRUE,"decrease"
"E07000140",2013,2012,14.0582646911761,19.4754288119541,-27.8153778953145,TRUE,"decrease"
"E07000141",2013,2012,15.7556380050268,21.2813941568426,-25.9651981025835,TRUE,"decrease"
"E07000142",2013,2012,17.5369609069785,23.7407501913754,-26.1313953198102,TRUE,"decrease"
"E07000143",2013,2012,15.1009108769423,15.8976549009414,-5.01170788373271,FALSE,"decrease"
"E07000144",2013,2012,12.5299048523476,12.5346234111174,-0.0376442005079612,FALSE,"decrease"
"E07000145",2013,2012,19.9583477959042,19.8581219189612,0.504709747235971,FALSE,"increase"
"E07000146",2013,2012,15.6400377539495,17.0427715584395,-8.23066717569992,FALSE,"decrease"
"E07000147",2013,2012,18.4197175953327,20.7584084414157,-11.2662338862984,FALSE,"decrease"
"E07000148",2013,2012,20.3851003977107,22.6790295266679,-10.1147587742227,FALSE,"decrease"
"E07000149",2013,2012,14.4134840577572,15.5789877300613,-7.48125418993134,FALSE,"decrease"
"E07000163",2013,2012,18.9097714422235,20.9320820741212,-9.661297068952,FALSE,"decrease"
"E07000164",2013,2012,15.1384504837427,16.8772262511852,-10.3024972324489,FALSE,"decrease"
"E07000165",2013,2012,15.2283524234211,16.9940632093592,-10.3901625184356,FALSE,"decrease"
"E07000166",2013,2012,17.0263208825237,19.9874414336087,-14.8149054541113,FALSE,"decrease"
"E07000167",2013,2012,18.7407793109433,22.0571676050238,-15.035422287516,FALSE,"decrease"
"E07000168",2013,2012,20.7632741172044,22.5879188259029,-8.07796735397363,FALSE,"decrease"
"E07000169",2013,2012,12.1735682320286,13.026874115983,-6.55035027096376,FALSE,"decrease"
"E07000170",2013,2012,16.86663456909,23.2888837576247,-27.576457744275,TRUE,"decrease"
"E07000171",2013,2012,17.1657138156542,23.6549203219977,-27.4327979887927,TRUE,"decrease"
"E07000172",2013,2012,17.225000523111,22.3126150242597,-22.8015160733832,TRUE,"decrease"
"E07000173",2013,2012,16.0505102648612,20.3789682539683,-21.2398289018594,TRUE,"decrease"
"E07000174",2013,2012,16.9758205307263,23.5131185797474,-27.8027690238074,TRUE,"decrease"
"E07000175",2013,2012,16.8943899694583,23.5631837799859,-28.3017518888595,TRUE,"decrease"
"E07000176",2013,2012,15.488049938005,21.3188972174173,-27.3506045830952,TRUE,"decrease"
"E07000177",2013,2012,12.7850441690064,12.1952080172201,4.83662231061108,FALSE,"increase"
"E07000178",2013,2012,21.1217706999667,23.0309054762335,-8.28944731780916,FALSE,"decrease"
"E07000179",2013,2012,13.0515167833423,13.2578700107276,-1.55645836939365,FALSE,"decrease"
"E07000180",2013,2012,12.52137676174,12.8478833299575,-2.54132575640833,FALSE,"decrease"
"E07000181",2013,2012,12.1905787831863,12.8728450769409,-5.30004276192791,FALSE,"decrease"
"E07000187",2013,2012,19.7833875550797,17.0108181913665,16.2988595405738,FALSE,"increase"
"E07000188",2013,2012,19.5117674563591,16.2648806566369,19.9625614738052,FALSE,"increase"
"E07000189",2013,2012,19.8750802957618,17.0504148943588,16.5665493708165,FALSE,"increase"
"E07000192",2013,2012,17.9650550150709,20.6317271904235,-12.9251038981864,FALSE,"decrease"
"E07000193",2013,2012,24.6805010755409,27.1242183612091,-9.00935559921244,FALSE,"decrease"
"E07000194",2013,2012,17.3677724889458,20.3624177733648,-14.7067274512763,FALSE,"decrease"
"E07000195",2013,2012,21.5035627653123,24.9094872892903,-13.6732020391378,FALSE,"decrease"
"E07000196",2013,2012,17.6044980063617,19.5441464256936,-9.92444682455896,FALSE,"decrease"
"E07000197",2013,2012,19.8197553823046,23.128052587125,-14.3042618584414,FALSE,"decrease"
"E07000198",2013,2012,21.3607972154675,25.1953077167977,-15.2191453441695,FALSE,"decrease"
"E07000199",2013,2012,17.8206905241935,18.7113485510766,-4.75998843403436,FALSE,"decrease"
"E07000200",2013,2012,15.810502283105,16.9782309622077,-6.87779946981507,FALSE,"decrease"
"E07000202",2013,2012,20.4096225547781,21.8973462577467,-6.79408219360044,FALSE,"decrease"
"E07000203",2013,2012,15.3753114492368,16.8611215656756,-8.81204794503992,FALSE,"decrease"
"E07000207",2013,2012,12.4201131271579,13.7199273717658,-9.47391490776244,FALSE,"decrease"
"E07000208",2013,2012,13.9441581316459,14.8637295426286,-6.18668018915041,FALSE,"decrease"
"E07000209",2013,2012,13.8601758139033,14.8543131108927,-6.69258342387032,FALSE,"decrease"
"E07000210",2013,2012,12.9635155296352,14.2741439982126,-9.18183583366901,FALSE,"decrease"
"E07000211",2013,2012,12.3961582950682,12.810372537335,-3.23342854440493,FALSE,"decrease"
"E07000212",2013,2012,13.5339684800997,13.5207906250956,0.0974636422491529,FALSE,"increase"
"E07000213",2013,2012,12.4784896012587,11.9953396484474,4.02781385914183,FALSE,"increase"
"E07000214",2013,2012,11.7030820431197,11.5179184197177,1.60761360390446,FALSE,"increase"
"E07000215",2013,2012,12.342407919639,13.9002281186217,-11.2071556357822,FALSE,"decrease"
"E07000216",2013,2012,13.1172413793103,14.4284872737614,-9.08789583808717,FALSE,"decrease"
"E07000217",2013,2012,12.1332217408429,12.6359832635983,-3.97880807743512,FALSE,"decrease"
"E07000218",2013,2012,19.0224519712985,21.8902511605761,-13.1008053230675,FALSE,"decrease"
"E07000219",2013,2012,19.7309501766584,22.1247525521096,-10.8195667717104,FALSE,"decrease"
"E07000220",2013,2012,19.2596821771815,23.0684650344524,-16.5107771652017,FALSE,"decrease"
"E07000221",2013,2012,18.6602228487045,23.1545741324921,-19.4102092228974,FALSE,"decrease"
"E07000222",2013,2012,19.5695712685427,21.6514081436917,-9.6152493238901,FALSE,"decrease"
"E07000223",2013,2012,12.8562677908695,12.6554553216765,1.58676605533935,FALSE,"increase"
"E07000224",2013,2012,13.1984206768944,12.4176533261303,6.28755957553706,FALSE,"increase"
"E07000225",2013,2012,14.6192101413944,16.2074782119764,-9.79960022039926,FALSE,"decrease"
"E07000226",2013,2012,11.9350732017823,10.8412003092131,10.0899610870542,FALSE,"increase"
"E07000227",2013,2012,12.0377418612473,12.6567283860621,-4.89057287107815,FALSE,"decrease"
"E07000228",2013,2012,12.2628404932918,12.5244038488356,-2.08842958675529,FALSE,"decrease"
"E07000229",2013,2012,14.6929325919342,14.5497469054405,0.984111183680861,FALSE,"increase"
"E07000234",2013,2012,17.3741156887224,20.2805236441357,-14.3310301371519,FALSE,"decrease"
"E07000235",2013,2012,22.3623995052566,28.2021151586369,-20.7066584209443,TRUE,"decrease"
"E07000236",2013,2012,17.2146668961956,19.3716506683941,-11.1347443184991,FALSE,"decrease"
"E07000237",2013,2012,21.4275564817885,24.3241270227522,-11.9082199260607,FALSE,"decrease"
"E07000238",2013,2012,18.8105061889906,22.5506634374547,-16.5855752263679,FALSE,"decrease"
"E07000239",2013,2012,21.6312056737589,25.1392260459803,-13.9543690239514,FALSE,"decrease"
"E07000240",2013,2012,13.9319638112769,14.8850284725726,-6.40284070031732,FALSE,"decrease"
"E07000241",2013,2012,15.2690668035623,16.2298925280286,-5.92009911838282,FALSE,"decrease"
"E07000242",2013,2012,12.8916139921806,13.9965308202643,-7.89421923384038,FALSE,"decrease"
"E07000243",2013,2012,12.9817897441627,11.7607819252298,10.3820292451264,FALSE,"increase"
"E07000244",2013,2012,17.9354357851586,18.8291860138233,-4.7466216968092,FALSE,"decrease"
"E07000245",2013,2012,14.4527666333475,14.8630789125893,-2.76061428224174,FALSE,"decrease"
"E07000246",2013,2012,19.9414557202008,17.8448623029026,11.7490030559506,FALSE,"increase"
"E08000001",2013,2012,19.5351499692738,21.1780548195126,-7.75758144097868,FALSE,"decrease"
"E08000002",2013,2012,17.8597850756749,19.1912783395699,-6.93801236340592,FALSE,"decrease"
"E08000003",2013,2012,26.3985771590034,29.5374648081768,-10.6268011474853,FALSE,"decrease"
"E08000004",2013,2012,18.9397990026516,20.7776537320839,-8.84534294935509,FALSE,"decrease"
"E08000005",2013,2012,20.0049218103313,21.3900407748374,-6.47553213706591,FALSE,"decrease"
"E08000006",2013,2012,17.5684109003574,19.9757845607046,-12.0514598714829,FALSE,"decrease"
"E08000007",2013,2012,16.2534811117086,18.0006135630602,-9.70596055090568,FALSE,"decrease"
"E08000008",2013,2012,17.3517158884673,19.3222721560776,-10.1983672090577,FALSE,"decrease"
"E08000009",2013,2012,17.7354148525936,20.6466250709019,-14.1001747661471,FALSE,"decrease"
"E08000010",2013,2012,16.1581117384246,17.566555709594,-8.01775825866748,FALSE,"decrease"
"E08000011",2013,2012,18.3715142620126,18.9265443505808,-2.93254847946487,FALSE,"decrease"
"E08000012",2013,2012,25.6638427458756,26.8473461075265,-4.40826946883631,FALSE,"decrease"
"E08000013",2013,2012,17.1723567570362,18.7866561568984,-8.59279792199439,FALSE,"decrease"
"E08000014",2013,2012,19.2603290008798,21.249238739782,-9.35991055142433,FALSE,"decrease"
"E08000015",2013,2012,18.7187724298447,20.7926346831619,-9.97402342184483,FALSE,"decrease"
"E08000016",2013,2012,16.2190816157804,18.1164769416061,-10.4733129511962,FALSE,"decrease"
"E08000017",2013,2012,17.3713427427784,18.5251617791454,-6.22838844876327,FALSE,"decrease"
"E08000018",2013,2012,15.9764223011762,18.293343443644,-12.6653782541475,FALSE,"decrease"
"E08000019",2013,2012,19.2219436083664,21.0381537885938,-8.6329351828015,FALSE,"decrease"
"E08000021",2013,2012,22.9457089268515,24.8645828804938,-7.71729798510979,FALSE,"decrease"
"E08000022",2013,2012,17.4392888117953,17.9887096414307,-3.05425369905354,FALSE,"decrease"
"E08000023",2013,2012,19.9216448686226,20.4443365302902,-2.55665749237293,FALSE,"decrease"
"E08000024",2013,2012,21.9643771789237,21.8501625338258,0.522717599565172,FALSE,"increase"
"E08000025",2013,2012,33.5139827497993,37.4744321508385,-10.5684040390472,FALSE,"decrease"
"E08000026",2013,2012,28.2184967694954,30.3651005856888,-7.06931238424781,FALSE,"decrease"
"E08000027",2013,2012,22.5984324432106,26.5620569051895,-14.922129246717,FALSE,"decrease"
"E08000028",2013,2012,29.0695767672958,33.4060271296616,-12.9810418507246,FALSE,"decrease"
"E08000029",2013,2012,17.8952243125905,19.9329545184375,-10.2229210625156,FALSE,"decrease"
"E08000030",2013,2012,25.2305361003825,30.0405902659231,-16.0118497105463,FALSE,"decrease"
"E08000031",2013,2012,28.8566720939075,34.0997127328415,-15.3756152728067,FALSE,"decrease"
"E08000032",2013,2012,24.9877128140605,26.3889706892828,-5.31001338294481,FALSE,"decrease"
"E08000033",2013,2012,20.6779885896245,21.6473445953406,-4.47794417207523,FALSE,"decrease"
"E08000034",2013,2012,20.9232072275551,22.2599360618858,-6.00508838216966,FALSE,"decrease"
"E08000035",2013,2012,20.6083422642765,21.5795362051989,-4.50053203964791,FALSE,"decrease"
"E08000036",2013,2012,15.2754818054364,17.328104975762,-11.8456298204376,FALSE,"decrease"
"E08000037",2013,2012,19.3619642797678,20.4613256826729,-5.37287475872623,FALSE,"decrease"
"E09000001",2013,2012,6.8609865470852,4.38199571326506,56.5721875609281,TRUE,"increase"
"E09000002",2013,2012,19.6087256156735,18.7174964952743,4.76147609069521,FALSE,"increase"
"E09000003",2013,2012,17.2194034051951,18.1239781596076,-4.99103864751118,FALSE,"decrease"
"E09000004",2013,2012,14.4955002646903,14.0673892340483,3.0432870202085,FALSE,"increase"
"E09000005",2013,2012,21.223364028649,21.6281941673791,-1.87177041040572,FALSE,"decrease"
"E09000006",2013,2012,13.3802922442862,13.1162395355551,2.01317388276811,FALSE,"increase"
"E09000007",2013,2012,17.4648028962188,16.4115079450405,6.41802663536838,FALSE,"increase"
"E09000008",2013,2012,17.5070151120728,16.3861106688474,6.84057654606481,FALSE,"increase"
"E09000009",2013,2012,19.5244381556169,20.0804706518799,-2.76902123412603,FALSE,"decrease"
"E09000010",2013,2012,18.7228436530861,16.3752959575044,14.3359100298024,FALSE,"increase"
"E09000011",2013,2012,16.3167698247929,15.3585356975716,6.23909821932314,FALSE,"increase"
"E09000012",2013,2012,16.7242644219631,14.9997941709205,11.4966260962818,FALSE,"increase"
"E09000013",2013,2012,18.3073740569482,17.0939058207809,7.09883539133634,FALSE,"increase"
"E09000014",2013,2012,21.1273164861613,18.7613562871485,12.6108164186055,FALSE,"increase"
"E09000015",2013,2012,19.9245493922034,21.8204892129296,-8.68880528857609,FALSE,"decrease"
"E09000016",2013,2012,13.1868131868132,12.8335492227979,2.75265990633169,FALSE,"increase"
"E09000017",2013,2012,16.374148861235,16.9937448266468,-3.64602370891348,FALSE,"decrease"
"E09000018",2013,2012,17.8530442604138,19.5789915224302,-8.81530215710606,FALSE,"decrease"
