"","2. Fuel Poverty by Local Authority","...2","...3","...4","...5","...6"
"128","E08000021","Newcastle upon Tyne","North East","118427","15795","13.3"
"129","E08000022","North Tyneside","North East","92265","9158","9.9"
"130","E06000048","Northumberland","North East","140057","18668","13.3"
"131","E06000003","Redcar and Cleveland","North East","60241","7120","11.8"
"132","E08000023","South Tyneside","North East","67929","7984","11.8"
"133","E06000004","Stockton-on-Tees","North East","80051","8585","10.7"
"134","E08000024","Sunderland","North East","121097","15385","12.7"
"135","E07000026","Allerdale","North West","43045","5485","12.7"
"136","E07000027","Barrow-in-Furness","North West","31764","3892","12.3"
"137","E06000008","Blackburn with Darwen","North West","58325","7232","12.4"
"138","E06000009","Blackpool","North West","65501","8633","13.2"
"139","E08000001","Bolton","North West","118303","12452","10.5"
"140","E07000117","Burnley","North West","38195","5147","13.5"
"141","E08000002","Bury","North West","79442","8279","10.4"
"142","E07000028","Carlisle","North West","49142","5866","11.9"
"143","E06000049","Cheshire East","North West","162174","16343","10.1"
"144","E06000050","Cheshire West and Chester","North West","143904","14461","10"
"145","E07000118","Chorley","North West","45691","3968","8.6999999999999993"
"146","E07000029","Copeland","North West","31077","3476","11.2"
"147","E07000030","Eden","North West","23431","3837","16.399999999999999"
"148","E07000119","Fylde","North West","35470","3115","8.8000000000000007"
"149","E06000006","Halton","North West","54209","5252","9.6999999999999993"
"150","E07000120","Hyndburn","North West","34927","4544","13"
"151","E08000011","Knowsley","North West","62411","6697","10.7"
"152","E07000121","Lancaster","North West","58846","6970","11.8"
"153","E08000012","Liverpool","North West","209969","29974","14.3"
"154","E08000003","Manchester","North West","208335","30222","14.5"
"155","E08000004","Oldham","North West","91288","9728","10.7"
"156","E07000122","Pendle","North West","37985","5324","14"
"157","E07000123","Preston","North West","58542","7276","12.4"
"158","E07000124","Ribble Valley","North West","24481","2830","11.6"
"159","E08000005","Rochdale","North West","89035","10135","11.4"
"160","E07000125","Rossendale","North West","29549","3284","11.1"
"161","E08000006","Salford","North West","105326","11333","10.8"
"162","E08000014","Sefton","North West","119978","13480","11.2"
"163","E07000031","South Lakeland","North West","47359","5620","11.9"
"164","E07000126","South Ribble","North West","46904","3659","7.8"
"165","E08000013","St. Helens","North West","77066","7927","10.3"
"166","E08000007","Stockport","North West","124087","12185","9.8000000000000007"
"167","E08000008","Tameside","North West","96582","9834","10.199999999999999"
"168","E08000009","Trafford","North West","96098","9998","10.4"
"169","E06000007","Warrington","North West","86591","7246","8.4"
"170","E07000127","West Lancashire","North West","46166","4607","10"
"171","E08000010","Wigan","North West","138692","13750","9.9"
"172","E08000015","Wirral","North West","142933","15568","10.9"
"173","E07000128","Wyre","North West","48092","4486","9.3000000000000007"
"174","E07000223","Adur","South East","27860","1888","6.8"
"175","E07000224","Arun","South East","68925","4942","7.2"
"176","E07000105","Ashford","South East","49409","4125","8.3000000000000007"
"177","E07000004","Aylesbury Vale","South East","71839","6038","8.4"
"178","E07000084","Basingstoke and Deane","South East","71704","4963","6.9"
"179","E06000036","Bracknell Forest","South East","47478","2739","5.8"
"180","E06000043","Brighton and Hove","South East","125532","15459","12.3"
"181","E07000106","Canterbury","South East","62799","5858","9.3000000000000007"
"182","E07000177","Cherwell","South East","58657","4870","8.3000000000000007"
"183","E07000225","Chichester","South East","51492","4867","9.5"
"184","E07000005","Chiltern","South East","38195","2877","7.5"
"185","E07000226","Crawley","South East","44152","2991","6.8"
"186","E07000107","Dartford","South East","41425","2989","7.2"
"187","E07000108","Dover","South East","49844","4891","9.8000000000000007"
"188","E07000085","East Hampshire","South East","48828","3518","7.2"
"189","E07000061","Eastbourne","South East","46540","4010","8.6"
"190","E07000086","Eastleigh","South East","53930","3271","6.1"
"191","E07000207","Elmbridge","South East","54669","3967","7.3"
"192","E07000208","Epsom and Ewell","South East","30783","2275","7.4"
"193","E07000087","Fareham","South East","48110","2690","5.6"
"194","E07000088","Gosport","South East","36598","2766","7.6"
"195","E07000109","Gravesham","South East","41789","3814","9.1"
"196","E07000209","Guildford","South East","55842","4442","8"
"197","E07000089","Hart","South East","36725","2302","6.3"
"198","E07000062","Hastings","South East","42499","5036","11.8"
"199","E07000090","Havant","South East","52965","3625","6.8"
"200","E07000227","Horsham","South East","56716","4330","7.6"
"201","E06000046","Isle of Wight","South East","63093","5645","8.9"
"202","E07000063","Lewes","South East","43569","3588","8.1999999999999993"
"203","E07000110","Maidstone","South East","65548","5340","8.1"
"204","E06000035","Medway","South East","109768","10150","9.1999999999999993"
"205","E07000228","Mid Sussex","South East","59259","4493","7.6"
"206","E06000042","Milton Keynes","South East","101976","6092","6"
"207","E07000210","Mole Valley","South East","37019","2806","7.6"
"208","E07000091","New Forest","South East","79391","5408","6.8"
"209","E07000178","Oxford","South East","57247","6840","11.9"
"210","E06000044","Portsmouth","South East","88263","10429","11.8"
"211","E06000038","Reading","South East","65015","7002","10.8"
"212","E07000211","Reigate and Banstead","South East","57305","4129","7.2"
"213","E07000064","Rother","South East","42232","3808","9"
"214","E07000212","Runnymede","South East","33836","2554","7.5"
"215","E07000092","Rushmoor","South East","37641","2656","7.1"
"216","E07000111","Sevenoaks","South East","48594","4233","8.6999999999999993"
"217","E07000112","Shepway","South East","48887","4669","9.6"
"218","E06000039","Slough","South East","52424","4317","8.1999999999999993"
"219","E07000006","South Bucks","South East","27387","1895","6.9"
"220","E07000179","South Oxfordshire","South East","55970","4670","8.3000000000000007"
"221","E06000045","Southampton","South East","101531","9984","9.8000000000000007"
"222","E07000213","Spelthorne","South East","40858","2870","7"
"223","E07000214","Surrey Heath","South East","34689","2306","6.6"
"224","E07000113","Swale","South East","57435","5010","8.6999999999999993"
"225","E07000215","Tandridge","South East","34482","2417","7"
"226","E07000093","Test Valley","South East","49204","4142","8.4"
"227","E07000114","Thanet","South East","61479","6229","10.1"
"228","E07000115","Tonbridge and Malling","South East","49737","3740","7.5"
"229","E07000116","Tunbridge Wells","South East","48698","4759","9.8000000000000007"
"230","E07000180","Vale of White Horse","South East","51094","4099","8"
"231","E07000216","Waverley","South East","50941","3969","7.8"
"232","E07000065","Wealden","South East","64713","5189","8"
"233","E06000037","West Berkshire","South East","64437","5330","8.3000000000000007"
"234","E07000181","West Oxfordshire","South East","44753","3798","8.5"
"235","E07000094","Winchester","South East","48431","4188","8.6"
"236","E06000040","Windsor and Maidenhead","South East","60300","4947","8.1999999999999993"
"237","E07000217","Woking","South East","40798","2689","6.6"
"238","E06000041","Wokingham","South East","62404","3781","6.1"
"239","E07000229","Worthing","South East","48565","3923","8.1"
"240","E07000007","Wycombe","South East","70129","5652","8.1"
"241","E06000022","Bath and North East Somerset","South West","77379","10203","13.2"
"242","E06000028","Bournemouth","South West","86299","9712","11.3"
"243","E06000023","Bristol City of","South West","191818","26116","13.6"
"244","E07000078","Cheltenham","South West","53563","6103","11.4"
"245","E07000048","Christchurch","South West","22566","1954","8.6999999999999993"
"246","E06000052","Cornwall","South West","242313","36217","14.9"
"247","E07000079","Cotswold","South West","38205","5544","14.5"
"248","E07000040","East Devon","South West","62047","6988","11.3"
"249","E07000049","East Dorset","South West","39516","3281","8.3000000000000007"
"250","E07000041","Exeter","South West","51821","6379","12.3"
"251","E07000080","Forest of Dean","South West","35924","5066","14.1"
"252","E07000081","Gloucester","South West","53018","5091","9.6"
"253","E06000053","Isles of Scilly","South West","1051","214","20.399999999999999"
"254","E07000187","Mendip","South West","48563","6034","12.4"
"255","E07000042","Mid Devon","South West","34422","4959","14.4"
"256","E07000043","North Devon","South West","42011","5834","13.9"
"257","E07000050","North Dorset","South West","30181","3587","11.9"
"258","E06000024","North Somerset","South West","92907","9176","9.9"
"259","E06000026","Plymouth","South West","114958","14721","12.8"
"260","E06000029","Poole","South West","66698","5937","8.9"
"261","E07000051","Purbeck","South West","20631","2187","10.6"
"262","E07000188","Sedgemoor","South West","51316","6174","12"
"263","E06000025","South Gloucestershire","South West","113092","10797","9.5"
"264","E07000044","South Hams","South West","38761","5113","13.2"
"265","E07000189","South Somerset","South West","73169","9487","13"
"266","E07000082","Stroud","South West","50206","5596","11.1"
"267","E06000030","Swindon","South West","93083","9137","9.8000000000000007"
"268","E07000190","Taunton Deane","South West","49414","5580","11.3"
"269","E07000045","Teignbridge","South West","56779","6626","11.7"
"270","E07000083","Tewkesbury","South West","36980","3460","9.4"
"271","E06000027","Torbay","South West","62128","7234","11.6"
"272","E07000046","Torridge","South West","29396","4397","15"
"273","E07000047","West Devon","South West","23891","3622","15.2"
"274","E07000052","West Dorset","South West","46699","5521","11.8"
"275","E07000191","West Somerset","South West","16494","2388","14.5"
"276","E07000053","Weymouth and Portland","South West","30031","3544","11.8"
"277","E06000054","Wiltshire","South West","204443","25679","12.6"
"278","E08000025","Birmingham","West Midlands","414908","58677","14.1"
"279","E07000234","Bromsgrove","West Midlands","38675","3507","9.1"
"280","E07000192","Cannock Chase","West Midlands","41054","3729","9.1"
"281","E08000026","Coventry","West Midlands","129899","16822","13"
"282","E08000027","Dudley","West Midlands","131168","13623","10.4"
"283","E07000193","East Staffordshire","West Midlands","47708","5883","12.3"
"284","E06000019","Herefordshire County of","West Midlands","79154","11978","15.1"
"285","E07000194","Lichfield","West Midlands","41642","3937","9.5"
"286","E07000235","Malvern Hills","West Midlands","32521","4582","14.1"
"287","E07000195","Newcastle-under-Lyme","West Midlands","53129","5985","11.3"
"288","E07000218","North Warwickshire","West Midlands","26075","2696","10.3"
"289","E07000219","Nuneaton and Bedworth","West Midlands","53229","5203","9.8000000000000007"
"290","E07000236","Redditch","West Midlands","35068","3146","9"
"291","E07000220","Rugby","West Midlands","42291","4393","10.4"
"292","E08000028","Sandwell","West Midlands","122703","15766","12.8"
"293","E06000051","Shropshire","West Midlands","130948","19135","14.6"
"294","E08000029","Solihull","West Midlands","86902","7917","9.1"
"295","E07000196","South Staffordshire","West Midlands","44916","4150","9.1999999999999993"
"296","E07000197","Stafford","West Midlands","56245","6212","11"
"297","E07000198","Staffordshire Moorlands","West Midlands","42167","4863","11.5"
"298","E06000021","Stoke-on-Trent","West Midlands","108672","13634","12.5"
"299","E07000221","Stratford-on-Avon","West Midlands","52467","6356","12.1"
"300","E07000199","Tamworth","West Midlands","31957","2967","9.3000000000000007"
"301","E06000020","Telford and Wrekin","West Midlands","67301","6824","10.1"
"302","E08000030","Walsall","West Midlands","108869","12776","11.7"
"303","E07000222","Warwick","West Midlands","59254","6429","10.8"
"304","E08000031","Wolverhampton","West Midlands","103181","13558","13.1"
"305","E07000237","Worcester","West Midlands","42455","4525","10.7"
"306","E07000238","Wychavon","West Midlands","49981","5569","11.1"
"307","E07000239","Wyre Forest","West Midlands","43420","4830","11.1"
"308","E08000016","Barnsley","Yorkshire and The Humber","101973","11505","11.3"
"309","E08000032","Bradford","Yorkshire and The Humber","201806","26621","13.2"
"310","E08000033","Calderdale","Yorkshire and The Humber","89718","10984","12.2"
"311","E07000163","Craven","Yorkshire and The Humber","24891","3382","13.6"
"312","E08000017","Doncaster","Yorkshire and The Humber","128081","14835","11.6"
"313","E06000011","East Riding of Yorkshire","Yorkshire and The Humber","144838","14643","10.1"
"314","E07000164","Hambleton","Yorkshire and The Humber","38626","5109","13.2"
"315","E07000165","Harrogate","Yorkshire and The Humber","68042","7932","11.7"
"316","E06000010","Kingston upon Hull City of","Yorkshire and The Humber","113998","15026","13.2"
"317","E08000034","Kirklees","Yorkshire and The Humber","175686","20361","11.6"
"318","E08000035","Leeds","Yorkshire and The Humber","324810","38613","11.9"
"319","E06000012","North East Lincolnshire","Yorkshire and The Humber","70581","8664","12.3"
"320","E06000013","North Lincolnshire","Yorkshire and The Humber","71569","7298","10.199999999999999"
"321","E07000166","Richmondshire","Yorkshire and The Humber","20482","3112","15.2"
"322","E08000018","Rotherham","Yorkshire and The Humber","109679","11511","10.5"
"323","E07000167","Ryedale","Yorkshire and The Humber","22827","3636","15.9"
"324","E07000168","Scarborough","Yorkshire and The Humber","50059","6898","13.8"
"325","E07000169","Selby","Yorkshire and The Humber","34992","3284","9.4"
"326","E08000019","Sheffield","Yorkshire and The Humber","232940","28787","12.4"
"327","E08000036","Wakefield","Yorkshire and The Humber","142186","14568","10.199999999999999"
"328","E06000014","York","Yorkshire and The Humber","84601","9075","10.7"
