"Area.Codes","households","fuel_poor","proportion"
"E06000001",41844,7831,18.7147500238983
"E06000002",59163,13477,22.7794398526106
"E06000003",61674,11042,17.9038168434024
"E06000004",81906,13644,16.6581202842283
"E06000005",48267,8707,18.0392400604968
"E06000006",55763,9759,17.5008518193067
"E06000007",89105,12988,14.5760619493856
"E06000008",59983,14645,24.4152509877799
"E06000009",67444,17445,25.8659035644386
"E06000010",116322,20619,17.7257956362511
"E06000011",147919,18540,12.5338867893915
"E06000012",72075,12217,16.9503988900451
"E06000013",73013,9861,13.5058140331174
"E06000014",86346,11392,13.1934310796099
"E06000015",107351,17193,16.0156868589953
"E06000016",129468,26607,20.551024191306
"E06000017",15763,1871,11.8695679756392
"E06000018",132647,24749,18.6577909790647
"E06000019",82202,14785,17.9861803849055
"E06000020",69808,11396,16.3247765299106
"E06000021",112735,24491,21.7243979243358
"E06000022",79693,12812,16.0766943144316
"E06000023",197240,34062,17.2693165686473
"E06000024",95697,13484,14.0903058612078
"E06000025",116352,14097,12.1158209570957
"E06000026",118270,22820,19.2948338547392
"E06000027",63985,11929,18.6434320543877
"E06000030",95918,12919,13.4687962634751
"E06000031",78629,13305,16.921237711277
"E06000032",78769,16239,20.6159783671241
"E06000033",79057,13345,16.8802256599669
"E06000034",66141,8887,13.436446379704
"E06000035",113307,17258,15.2311860697044
"E06000036",49052,4182,8.52564625295605
"E06000037",66481,7076,10.6436425444864
"E06000038",67112,10789,16.0761115746811
"E06000039",54074,8084,14.9498834929911
"E06000040",62214,7216,11.5986755392677
"E06000041",64460,6361,9.86813527769159
"E06000042",105356,10786,10.2376703747295
"E06000043",129473,22385,17.2893190085964
"E06000044",91044,16247,17.8452176969377
"E06000045",104805,17793,16.9772434521254
"E06000046",65083,10589,16.2699937003519
"E06000047",231517,40417,17.4574653265203
"E06000049",166922,25995,15.5731419465379
"E06000050",148106,23945,16.1674746465369
"E06000051",135638,23699,17.4722422919831
"E06000052",249359,48667,19.5168411807875
"E06000053",1084,200,18.450184501845
"E06000054",210529,28919,13.7363498615393
"E06000055",67613,11093,16.4066081966486
"E06000056",110439,13785,12.4820036400185
"E06000057",143347,23507,16.398668964122
"E06000058",180507,28417,15.7428797775156
"E06000059",171970,25016,14.5467232656859
"E06000060",214294,25382,11.8444753469533
"E06000061",139284,17064,12.2512277074179
"E06000062",163023,19034,11.6756531286996
"E07000008",49543,8991,18.1478715459298
"E07000009",36626,4484,12.2426691421395
"E07000010",42826,6431,15.0165787138654
"E07000011",73404,8822,12.0184186147894
"E07000012",63568,7508,11.8109740750063
"E07000026",44269,7825,17.6760261130814
"E07000027",32684,7282,22.2800146860849
"E07000028",50518,9047,17.9084682687359
"E07000029",31995,5559,17.3745897796531
"E07000030",24106,4262,17.6802455820128
"E07000031",48769,7838,16.0716848817897
"E07000032",55217,7214,13.0648169947661
"E07000033",34411,4712,13.6932957484525
"E07000034",49140,6826,13.8909238909239
"E07000035",32373,4259,13.1560250826306
"E07000036",51155,6965,13.6154823575408
"E07000037",40968,5128,12.5170865065417
"E07000038",45288,5614,12.3962197491609
"E07000039",40929,4774,11.6641012485035
"E07000040",63839,9690,15.1788091918733
"E07000041",53338,9762,18.3021485620008
"E07000042",35459,5893,16.6191939987027
"E07000043",43218,8063,18.6565782775695
"E07000044",39884,6590,16.5229164577274
"E07000045",58434,9404,16.0933702981141
"E07000046",30242,5899,19.5059850538986
"E07000047",24559,4597,18.7181888513376
"E07000061",48051,6915,14.3909596054192
"E07000062",43802,8625,19.6908816948998
"E07000063",44940,5853,13.0240320427236
"E07000064",43595,6312,14.4787246243835
"E07000065",66747,8183,12.2597270289301
"E07000066",76994,9542,12.3931734940385
"E07000067",64648,8631,13.3507610444252
"E07000068",32450,4024,12.4006163328197
"E07000069",38617,5699,14.7577491778232
"E07000070",73793,8889,12.0458580082122
"E07000071",76080,11341,14.9066771819138
"E07000072",55168,7319,13.2667488399072
"E07000073",36715,4416,12.02778156067
"E07000074",27349,3642,13.3167574682804
"E07000075",35578,4529,12.7297768283771
"E07000076",65874,11067,16.8002550323345
"E07000077",33228,4573,13.7624894667148
"E07000078",55121,8470,15.3661943723808
"E07000079",39391,5948,15.0998959153106
"E07000080",36965,5973,16.1585283376167
"E07000081",54588,8288,15.1828240638968
"E07000082",51648,7573,14.6627168525403
"E07000083",38082,4957,13.0166482852791
"E07000084",74106,7177,9.68477586160365
"E07000085",50425,5374,10.6574119980169
"E07000086",55628,5963,10.7194218738765
"E07000087",49636,4994,10.0612458699331
"E07000088",37756,4563,12.0854963449518
"E07000089",37927,3736,9.85050228069713
"E07000090",54637,6972,12.7605834873803
"E07000091",81906,9712,11.8574951773985
"E07000092",38922,4345,11.1633523457171
"E07000093",50823,5466,10.7549731420813
"E07000094",49983,6027,12.0580997539163
"E07000095",39849,4785,12.0078295565761
"E07000096",63444,7915,12.4755690057373
"E07000098",42125,5603,13.3008902077151
"E07000099",56592,7369,13.0212750918858
"E07000102",37215,4859,13.0565632137579
"E07000103",38751,5852,15.1015457665609
"E07000105",51007,6355,12.4590742447115
"E07000106",64810,10176,15.7012806665638
"E07000107",42779,4862,11.3653895602983
"E07000108",51373,7643,14.8774648161486
"E07000109",43138,6437,14.9218786220965
"E07000110",67660,8510,12.577593851611
"E07000111",50144,6069,12.1031429483089
"E07000112",50391,7888,15.653588934532
"E07000113",59278,8584,14.4809204089207
"E07000114",63384,11547,18.2175312381674
"E07000115",51340,6022,11.7296455005843
"E07000116",50220,6703,13.347272003186
"E07000117",39320,9558,24.3082400813835
"E07000118",47038,6833,14.5265529997024
"E07000119",36470,5491,15.0562105840417
"E07000120",35956,8217,22.8529313605518
"E07000121",60597,12186,20.1099064310114
"E07000122",39113,10026,25.6334211131849
"E07000123",60233,13437,22.3083691664038
"E07000124",25229,3792,15.0303222482064
"E07000125",30384,5452,17.943654555029
"E07000126",48289,6820,14.1232993021185
"E07000127",47513,7490,15.7641066655442
"E07000128",49522,7979,16.1120310165179
"E07000129",40617,4224,10.3995863800872
"E07000130",69956,9096,13.0024586883184
"E07000131",36677,3725,10.1562286991848
"E07000132",47679,5361,11.2439438746618
"E07000133",22570,2774,12.2906513070447
"E07000134",41082,4782,11.6401343654155
"E07000135",22492,2745,12.2043393206473
"E07000136",28596,4191,14.6558959295006
"E07000137",64082,9602,14.9839268437315
"E07000138",41847,6587,15.740674361364
"E07000139",48180,5238,10.8717310087173
"E07000140",39098,4458,11.4021177553839
"E07000141",60206,7295,12.1167325515729
"E07000142",40329,5544,13.746931488507
"E07000143",57840,8577,14.8288381742739
"E07000144",56516,7397,13.0883289687876
"E07000145",44601,8741,19.5982152866528
"E07000146",66673,10582,15.8714922082402
"E07000147",48899,8386,17.1496349618602
"E07000148",63805,12174,19.0800094036518
"E07000149",56008,7751,13.8390944150836
"E07000163",25428,3543,13.933459178858
"E07000164",39483,4865,12.321758731606
"E07000165",69492,8440,12.1452829102631
"E07000166",20952,2797,13.3495609011073
"E07000167",23376,3454,14.7758384668036
"E07000168",51108,8742,17.1049542146044
"E07000169",35731,3744,10.4782961573983
"E07000170",53440,7329,13.7144461077844
"E07000171",50126,6733,13.4321509795316
"E07000172",49245,6289,12.7708396791552
"E07000173",51869,6388,12.3156413271897
"E07000174",47198,6811,14.4306962159414
"E07000175",51300,6897,13.4444444444444
"E07000176",48207,5497,11.402908291327
"E07000177",60576,7027,11.6003037506603
"E07000178",59126,10280,17.3865981125055
"E07000179",57812,6585,11.3903687815678
"E07000180",52791,5793,10.9734613854634
"E07000181",46244,5004,10.820863247124
"E07000187",49996,7948,15.8972717817425
"E07000188",52808,8445,15.9918951673989
"E07000189",75323,11692,15.5224831724706
"E07000192",42540,6815,16.0202162670428
"E07000193",49432,9234,18.680207153261
"E07000194",43187,6015,13.9278023479288
"E07000195",55091,9253,16.7958468715398
"E07000196",46593,6317,13.5578305754083
"E07000197",58286,8732,14.9812991112789
"E07000198",43719,7014,16.0433678720922
"E07000199",33125,4761,14.3728301886792
"E07000200",39868,5868,14.7185712852413
"E07000202",60600,11510,18.993399339934
"E07000203",42617,5889,13.8184292653167
"E07000207",56413,6460,11.4512612341127
"E07000208",31739,3608,11.3677179495258
"E07000209",57684,7246,12.5615421954095
"E07000210",38197,4484,11.7391418174202
"E07000211",59177,6472,10.9366814809808
"E07000212",34956,4060,11.6146012129534
"E07000213",42200,4409,10.4478672985782
"E07000214",35818,3829,10.6901557875928
"E07000215",35640,4005,11.2373737373737
"E07000216",52594,6189,11.7675019964254
"E07000217",42105,4698,11.1578197363734
"E07000218",27079,3943,14.5610990066103
"E07000219",55162,8818,15.9856422899822
"E07000220",43845,6660,15.1898734177215
"E07000221",54443,7733,14.2038462244917
"E07000222",61472,9090,14.7872201978136
"E07000223",28772,3620,12.581676630057
"E07000224",71169,9068,12.741502620523
"E07000225",53105,7283,13.7143395160531
"E07000226",45586,4683,10.272890799807
"E07000227",58495,6289,10.7513462689119
"E07000228",61097,6799,11.1282059675598
"E07000229",50058,6704,13.3924647409006
"E07000234",40091,5352,13.3496295926767
"E07000235",33733,5651,16.7521418195832
"E07000236",36313,5008,13.7912042519208
"E07000237",44018,7237,16.4410014085147
"E07000238",51870,7311,14.0948525159051
"E07000239",44985,7470,16.6055351783928
"E07000240",59390,7286,12.2680585957232
"E07000241",46281,6784,14.6582830967352
"E07000242",59916,6904,11.5227985846852
"E07000243",36957,4379,11.8489054847526
"E07000244",110942,18688,16.8448378431973
"E07000245",75405,10382,13.7683177508123
"E07000246",67934,10847,15.9669679394707
"E08000001",121698,24386,20.0381271672501
"E08000002",81738,14153,17.3150798894027
"E08000003",214163,56694,26.4723598380673
"E08000004",93981,17901,19.0474670412105
"E08000005",91622,18481,20.1709196481194
"E08000006",108389,20544,18.9539528918986
"E08000007",127771,20270,15.8643197595699
"E08000008",99373,17400,17.5097863604802
"E08000009",98880,16644,16.8325242718447
"E08000010",142644,25193,17.66145088472
"E08000011",64293,13228,20.5745571057502
"E08000012",216033,56213,26.020561673448
"E08000013",79348,14522,18.3016585169128
"E08000014",123533,23877,19.3284385548801
"E08000015",147015,29391,19.9918375675951
"E08000016",104088,16489,15.8414034278687
"E08000017",130745,20846,15.9440131553788
"E08000018",112042,16683,14.8899519822924
"E08000019",237868,37773,15.8798156961004
"E08000021",121192,23357,19.2727242722292
"E08000022",94384,13052,13.8286150194948
"E08000023",69540,11565,16.6307161345988
"E08000024",123938,23203,18.721457502945
"E08000025",430251,103144,23.972983212125
"E08000026",134734,29381,21.8066709219648
"E08000027",135971,23594,17.3522295195299
"E08000028",127205,28687,22.5517864863803
"E08000029",90097,12306,13.6586123844301
"E08000030",112841,22798,20.2036493827598
"E08000031",106935,22785,21.3073362322906
"E08000032",205992,41095,19.9498038758787
"E08000033",91535,14541,15.8857267711804
"E08000034",179245,30176,16.8350581606181
"E08000035",331714,54650,16.475035723545
"E08000036",145146,20468,14.1016631529632
"E08000037",92308,14778,16.0094466351779
"E09000001",4516,283,6.2666076173605
"E09000002",72014,14053,19.5142611158941
"E09000003",140284,25672,18.3000199595107
"E09000004",95673,13933,14.5631473874552
"E09000005",113789,25055,22.0188243151798
"E09000006",135155,18208,13.4719396248751
"E09000007",100707,17374,17.2520281609024
"E09000008",149787,25452,16.9921288229286
"E09000009",128111,25810,20.146591627573
"E09000010",123718,23153,18.7143342116749
"E09000011",104464,17458,16.7119773319038
"E09000012",104854,18469,17.6140156789441
"E09000013",83242,14429,17.3337978424353
"E09000014",105113,22480,21.386507853453
"E09000015",86975,17488,20.1069272779534
"E09000016",100381,14763,14.7069664577958
"E09000017",103541,17579,16.9778155513275
"E09000018",97913,18331,18.7217223453474
"E09000019",96496,14881,15.4213646161499
"E09000020",81194,14020,17.2672857600315
"E09000021",65753,10644,16.1878545465606
"E09000022",134086,20519,15.302865325239
"E09000023",119840,19373,16.1657209612817
"E09000024",81471,13338,16.3714696026807
"E09000025",104919,29689,28.2970672614112
"E09000026",102386,20812,20.3269978317348
"E09000027",82413,11405,13.8388361059542
"E09000028",124192,16797,13.525025766555
"E09000029",80770,10832,13.410919896001
"E09000030",104400,17258,16.5306513409962
"E09000031",99954,21552,21.561918482502
"E09000032",134622,19472,14.4642034734293
"E09000033",109088,18348,16.8194485186272
