Area Codes,households,fuel_poor,proportion
E07000146,68197,10675,15.65318122498057
E07000147,48938,8027,16.40238669336712
E07000148,65151,10101,15.503983054749733
E07000149,62056,8090,13.036612092303725
E07000163,26980,4345,16.10452186805041
E07000164,41940,6210,14.806866952789699
E07000165,73744,9868,13.38142764157084
E07000166,22280,3710,16.651705565529625
E07000167,24886,4113,16.52736478341236
E07000168,54190,10394,19.18066063849419
E07000169,37907,5012,13.221832379243939
E07000170,55510,7878,14.192037470725996
E07000171,52379,7437,14.198438305427748
E07000172,49264,6002,12.183338746346216
E07000173,52532,6059,11.533922180766009
E07000174,48919,7099,14.511743903186899
E07000175,54323,7360,13.548588995453123
E07000176,50805,5380,10.589508906603681
E07000177,67239,4884,7.263641636550217
E07000178,56415,5624,9.96897988123726
E07000179,62725,4802,7.655639697090474
E07000180,58654,4108,7.0037849081051595
E07000181,48951,3779,7.719964862822006
E07000187,52648,6334,12.03084637593071
E07000188,55636,6897,12.39664965130491
E07000189,79381,9724,12.249782693591666
E07000192,44449,6991,15.72813786586875
E07000193,52447,9479,18.073483707361717
E07000194,46677,6220,13.325620755404161
E07000195,54708,9833,17.97360532280471
E07000196,47203,6479,13.725822511281063
E07000197,61396,9378,15.274610723825658
E07000198,43323,7806,18.018142787895574
E07000199,33655,4565,13.564106373495765
E07000200,40643,5831,14.346874000442881
E07000202,60160,9001,14.961768617021276
E07000203,44785,5876,13.120464441219159
E07000207,56691,4157,7.332733590869803
E07000208,31964,2400,7.508447002878238
E07000209,56929,4587,8.057404837604736
E07000210,37892,2998,7.911960308244484
E07000211,61082,4163,6.81542844045709
E07000212,35586,2551,7.168549429550946
E07000213,42649,2839,6.656662524326479
E07000214,36740,2175,5.919978225367447
E07000215,36368,2851,7.839309282886053
E07000216,53474,4462,8.344242061562628
E07000217,42300,2821,6.66903073286052
E07000218,28229,4601,16.298841616777075
E07000219,57883,9231,15.947687576663268
E07000220,48092,6913,14.374532146718789
E07000221,60800,9464,15.56578947368421
E07000222,64079,8916,13.914074813901589
E07000223,28267,2320,8.207450383839813
E07000224,74103,6243,8.42476013116878
E07000225,55202,5324,9.64457809499656
E07000226,46474,3077,6.620906313207385
E07000227,63622,4574,7.189337021784917
E07000228,64597,4627,7.162871340774339
E07000229,50520,4613,9.131037212984957
E07000234,42201,5467,12.954669320632211
E07000235,35679,6609,18.523501219204576
E07000236,37204,5056,13.58993656596065
E07000237,45755,6866,15.006010272101411
E07000238,58672,9171,15.630965366784839
E07000239,46350,7663,16.532901833872707
E07000240,59627,5809,9.742230868566255
E07000241,46767,5048,10.793935894968675
E07000242,62693,6233,9.942098798908969
E07000243,36892,3568,9.671473490187575
E07000244,111999,17092,15.260850543308422
E07000245,79560,9652,12.13172448466566
E07000246,71600,8928,12.469273743016759
E08000001,121321,18718,15.428491357638002
E08000002,82389,11013,13.367075701853404
E08000003,219107,40064,18.285130096254342
E08000004,95175,15261,16.034672970843182
E08000005,92125,14510,15.75033921302578
E08000006,117540,15486,13.175089331291476
E08000007,129365,15843,12.246743709658718
E08000008,101617,14417,14.187586722694038
E08000009,98321,11621,11.819448541003448
E08000010,146077,19922,13.638012828850538
E08000011,67483,8714,12.912881762814338
E08000012,211966,38188,18.016096921204344
E08000013,82684,11520,13.932562527212037
E08000014,125649,17456,13.892669261195872
E08000015,146234,22426,15.335694845248026
E08000016,110867,19140,17.263928851687158
E08000017,137091,24091,17.572998956897244
E08000018,117049,18831,16.088134029338143
E08000019,238442,39059,16.38092282399913
E08000021,125609,19128,15.22820816979675
E08000022,98369,11405,11.594099767203083
E08000023,69876,9690,13.867422290915336
E08000024,125023,17269,13.812658470841367
E08000025,433435,100512,23.189636277642553
E08000026,137313,28525,20.773706786684436
E08000027,140176,24360,17.37815317886086
E08000028,133202,27389,20.562003573519917
E08000029,91550,11627,12.7001638448935
E08000030,114794,22608,19.694409115458996
E08000031,107600,23428,21.773234200743495
E08000032,215467,41289,19.162563176727758
E08000033,92885,15926,17.14593314313398
E08000034,182834,31698,17.337037968867936
E08000035,350738,55274,15.759341730864634
E08000036,157100,23679,15.072565245066835
E08000037,91088,12157,13.346434217460038
E09000001,5157,279,5.4101221640488655
E09000002,78052,11925,15.278276021114129
E09000003,156927,17982,11.458831176279416
E09000004,100611,9866,9.806084821739173
E09000005,125061,18570,14.848753808141627
E09000006,143280,14219,9.92392518146287
E09000007,98113,10996,11.207485246603406
E09000008,161376,21165,13.115333135038668
E09000009,140890,18325,13.006600894314712
E09000010,127557,17591,13.79069749210157
E09000011,120478,13896,11.534056010225934
E09000012,111829,13573,12.137281027282725
E09000013,85897,9738,11.336833649603594
E09000014,110711,17147,15.488072549249848
E09000015,94565,12088,12.782742029292022
E09000016,106846,9980,9.340546206690002
E09000017,115221,12623,10.955468187222815
E09000018,108534,12789,11.783404278843495
E09000019,101725,10222,10.048660604571149
E09000020,71351,8856,12.4118793009208
E09000021,69302,7174,10.351793599030332
E09000022,141906,15316,10.793060194776825
E09000023,129095,16442,12.736356946434796
E09000024,86450,9936,11.49334875650665
E09000025,122264,21780,17.81391088137146
E09000026,109526,15666,14.303453061373556
E09000027,85132,8271,9.715500634309073
E09000028,137690,13654,9.91647904713487
E09000029,86885,8441,9.715140703228405
E09000030,127095,11105,8.737558519217908
E09000031,108471,17330,15.976620479206424
E09000032,144833,13521,9.335579598572147
E09000033,100365,10900,10.860359687141932
