Area Codes,households,fuel_poor,proportion
E07000137,62212,8198,13.17752202
E07000138,40659,6181,15.20204629
E07000139,46886,4573,9.753444525
E07000140,38012,3980,10.47037778
E07000141,58530,6697,11.44199556
E07000142,39190,5002,12.76346007
E07000143,53857,4603,8.54670702
E07000144,52710,3552,6.738759249
E07000145,41585,4440,10.67692678
E07000146,62261,5705,9.163039463
E07000147,45490,5077,11.16069466
E07000148,59641,7272,12.19295451
E07000149,52160,4369,8.376150307
E07000163,25148,2830,11.25337999
E07000164,39023,3541,9.074135766
E07000165,68724,6279,9.136546185
E07000166,20703,2225,10.7472347
E07000167,23090,2738,11.85794716
E07000168,50558,6140,12.14446774
E07000169,35350,2476,7.004243281
E07000170,51969,6507,12.52092594
E07000171,48696,6193,12.71767702
E07000172,47816,5736,11.99598461
E07000173,50400,5522,10.95634921
E07000174,45851,5796,12.64094567
E07000175,49815,6311,12.66887484
E07000176,46827,5367,11.46133641
E07000177,56678,3716,6.556335792
E07000178,55330,6851,12.38207121
E07000179,54066,3854,7.12832464
E07000180,49370,3410,6.90702856
E07000181,43215,2991,6.921207914
E07000187,47605,4354,9.146098099
E07000188,50317,4400,8.744559493
E07000189,71705,6573,9.166724775
E07000192,39764,4411,11.0929484
E07000193,46217,6740,14.58337841
E07000194,40285,4410,10.94700261
E07000195,51374,6880,13.39198817
E07000196,43435,4564,10.50765512
E07000197,54462,6772,12.4343579
E07000198,40833,5531,13.5454167
E07000199,30885,3107,10.05989963
E07000200,37071,3384,9.12842923
E07000202,56637,6668,11.77322245
E07000203,39855,3613,9.065361937
E07000207,52872,3900,7.376305039
E07000208,29757,2378,7.991396982
E07000209,53917,4306,7.986349389
E07000210,35806,2748,7.674691393
E07000211,55377,3814,6.887335898
E07000212,32683,2376,7.269834471
E07000213,39482,2546,6.448508181
E07000214,33513,2075,6.19162713
E07000215,33316,2490,7.473886421
E07000216,49229,3819,7.75762254
E07000217,39435,2679,6.793457588
E07000218,25203,2966,11.76844027
E07000219,51526,6129,11.89496565
E07000220,40926,5076,12.40287348
E07000221,50720,6314,12.44873817
E07000222,57345,6675,11.64007324
E07000223,26937,1833,6.804766678
E07000224,66639,4449,6.676270652
E07000225,49798,4339,8.713201333
E07000226,42689,2488,5.828199302
E07000227,54872,3734,6.804927832
E07000228,57368,3863,6.733719147
E07000229,47018,3678,7.82253605
E07000234,37430,4081,10.90301897
E07000235,31487,4774,15.16181281
E07000236,33962,3537,10.414581
E07000237,41095,5374,13.07701667
E07000238,48309,5857,12.12403486
E07000239,42018,5679,13.51563616
E07000240,55492,4441,8.002955381
E07000241,43081,3759,8.725424201
E07000242,55921,4208,7.5249012
E07000243,34479,2180,6.322689173
E07000244,103159,10443,10.12320786
E07000245,70369,5623,7.990734556
E07000246,64562,6194,9.593878752
E08000001,115105,13106,11.38612571
E08000002,77233,7969,10.31812826
E08000003,202817,32208,15.88032561
E08000004,88677,9906,11.17087858
E08000005,86573,9956,11.50012128
E08000006,102414,10999,10.73974261
E08000007,120607,11672,9.677713566
E08000008,93902,9755,10.38849013
E08000009,93439,10372,11.10029003
E08000010,134887,12739,9.444201443
E08000011,60608,6167,10.17522439
E08000012,204266,29484,14.43412022
E08000013,74851,7560,10.10006546
E08000014,116583,13319,11.4244787
E08000015,139030,15542,11.17888226
E08000016,102956,10028,9.740083142
E08000017,129343,12882,9.959564878
E08000018,110778,10895,9.834985286
E08000019,235206,26604,11.31093595
E08000021,115015,15375,13.36782159
E08000022,89634,8669,9.671553205
E08000023,65896,7243,10.99156246
E08000024,117514,13805,11.74753646
E08000025,401383,80869,20.14758971
E08000026,125664,20515,16.32528011
E08000027,126948,18129,14.28065035
E08000028,118763,21330,17.9601391
E08000029,84122,9015,10.7165783
E08000030,105444,17030,16.15075301
E08000031,99907,18316,18.33304974
E08000032,203748,28907,14.18762393
E08000033,90570,10541,11.63851165
E08000034,177359,21226,11.96781669
E08000035,328033,38058,11.60188152
E08000036,143576,13376,9.316320276
E08000037,87487,9624,11.0004915
E09000001,4199,99,2.357704215
E09000002,66339,6676,10.06346192
E09000003,129668,12635,9.744115742
E09000004,88204,6671,7.563149064
E09000005,105270,12241,11.62819417
E09000006,124708,8794,7.051672707
E09000007,93014,8207,8.823402929
E09000008,138178,12173,8.809651319
E09000009,118304,12772,10.79591561
E09000010,114459,10077,8.804025896
E09000011,96155,7940,8.25750091
E09000012,97168,7836,8.064383336
E09000013,76811,7059,9.190089961
E09000014,97413,9826,10.08694938
E09000015,80374,9429,11.73140568
E09000016,92640,6392,6.899827288
E09000017,95441,8720,9.136534613
E09000018,90592,9536,10.52631579
E09000019,89352,6581,7.365252037
E09000020,74734,6550,8.764417802
E09000021,60625,5405,8.915463918
E09000022,124184,9331,7.513850416
E09000023,110725,8855,7.997290585
E09000024,74871,6469,8.640194468
E09000025,96631,13372,13.83820927
E09000026,94418,10166,10.76701476
E09000027,76120,5780,7.593273778
E09000028,115037,7327,6.369255109
E09000029,74455,5489,7.372238265
E09000030,96734,7075,7.313871028
E09000031,92439,10171,11.00293166
E09000032,124561,8684,6.971684556
E09000033,101039,8444,8.357169014
