Area Codes,households,fuel_poor,proportion
E06000001,39671,4616,11.63570366
E06000002,56144,8457,15.06305215
E06000003,58500,6666,11.39487179
E06000004,77665,8010,10.31352604
E06000005,45813,5418,11.8263375
E06000006,52722,4841,9.182125109
E06000007,84202,6947,8.250397853
E06000008,56726,7937,13.99182033
E06000009,63630,8608,13.52820996
E06000010,115099,12791,11.11304182
E06000011,146252,12166,8.318518721
E06000012,71283,7164,10.05008207
E06000013,72252,6225,8.615678459
E06000014,85422,7758,9.081969516
E06000015,104376,16663,15.96439795
E06000016,125774,26771,21.28500326
E06000017,15320,1830,11.94516971
E06000018,128819,23648,18.35754042
E06000019,76472,12504,16.35108275
E06000020,65071,7175,11.0264173
E06000021,105113,16894,16.07222703
E06000022,75847,7216,9.513889804
E06000023,188220,20816,11.05939858
E06000024,91047,6615,7.265478269
E06000025,110874,7481,6.747298736
E06000026,112703,11584,10.27834219
E06000027,60890,5989,9.83576942
E06000030,91212,6964,7.634960312
E06000031,73145,7012,9.586437897
E06000032,73410,9842,13.40689279
E06000033,73805,6811,9.228372062
E06000034,61598,4598,7.464528069
E06000035,106126,9143,8.615230952
E06000036,45842,2234,4.873260329
E06000037,62286,4118,6.611437562
E06000038,62815,6695,10.65828226
E06000039,50726,5091,10.03627331
E06000040,58304,4301,7.37685236
E06000041,60284,3357,5.568641762
E06000042,98489,5367,5.44933952
E06000043,121434,13025,10.72599107
E06000044,85400,9114,10.67213115
E06000045,98183,9889,10.07200839
E06000046,61040,5799,9.500327654
E06000047,219725,25079,11.41381272
E06000049,157652,14908,9.456270774
E06000050,139867,13081,9.352456262
E06000051,126825,19572,15.43228859
E06000052,237557,27067,11.39389704
E06000053,1025,202,19.70731707
E06000054,200358,15917,7.944279739
E06000055,63057,6214,9.854576019
E06000056,103226,7422,7.190049019
E06000057,135954,16009,11.77530635
E06000058,172339,14628,8.487922061
E06000059,163750,13596,8.302900763
E06000060,200528,15207,7.583479614
E06000061,135367,15201,11.22947247
E06000062,158409,17665,11.15151286
E07000008,46157,6087,13.18759885
E07000009,34210,2460,7.19087986
E07000010,40197,3297,8.202104635
E07000011,68537,4342,6.335264164
E07000012,59234,4326,7.303238005
E07000026,41901,4745,11.32431207
E07000027,30877,4042,13.09065
E07000028,47828,5191,10.85347495
E07000029,30169,3155,10.45775465
E07000030,22776,2956,12.97857394
E07000031,46021,5339,11.60122553
E07000032,53681,7078,13.18529834
E07000033,33465,4153,12.40998058
E07000034,47770,6217,13.01444421
E07000035,31430,4917,15.6442889
E07000036,49722,6287,12.64430232
E07000037,39760,5281,13.28219316
E07000038,43985,5239,11.91087871
E07000039,39785,4393,11.04184994
E07000040,60867,5565,9.142885307
E07000041,50790,5430,10.69108092
E07000042,33774,3540,10.48143542
E07000043,41213,4536,11.0062359
E07000044,38002,3867,10.17578022
E07000045,55679,5171,9.287163922
E07000046,28838,3300,11.44323462
E07000047,23425,2724,11.62860192
E07000061,44977,3546,7.884029615
E07000062,41127,4440,10.79582756
E07000063,42151,3050,7.235890014
E07000064,40848,3603,8.820505288
E07000065,62622,4880,7.792788477
E07000066,71911,4354,6.054706512
E07000067,60339,4867,8.06609324
E07000068,30291,2324,7.672245882
E07000069,36015,2368,6.575038179
E07000070,68858,4964,7.209038892
E07000071,70782,5855,8.271877031
E07000072,51354,4224,8.22525996
E07000073,34237,2192,6.402430119
E07000074,25507,2005,7.86058729
E07000075,33173,2148,6.47514545
E07000076,61365,5296,8.630326733
E07000077,30940,2914,9.41822883
E07000078,52513,4664,8.881610268
E07000079,37424,3632,9.705002138
E07000080,35227,3363,9.546654555
E07000081,51963,4572,8.798568212
E07000082,49246,4537,9.212930999
E07000083,36246,2713,7.484963858
E07000084,69255,3920,5.660241138
E07000085,47232,3096,6.554878049
E07000086,52136,3037,5.825149609
E07000087,46535,2441,5.245514129
E07000088,35386,2363,6.677782174
E07000089,35472,1944,5.48037889
E07000090,51277,3438,6.704760419
E07000091,76769,5090,6.630280452
E07000092,36318,2414,6.646841786
E07000093,47584,3163,6.647192334
E07000094,46822,3575,7.635299645
E07000095,37214,2357,6.333637878
E07000096,59249,4455,7.519114247
E07000098,39320,3165,8.049338759
E07000099,52809,4411,8.352742904
E07000102,34690,2931,8.449120784
E07000103,36283,3741,10.31061379
E07000105,47754,3613,7.565858357
E07000106,60729,5378,8.855736139
E07000107,40040,2824,7.052947053
E07000108,48276,4477,9.273759218
E07000109,40380,3603,8.922734027
E07000110,63396,4988,7.86800429
E07000111,46975,3707,7.891431613
E07000112,47349,4170,8.80694418
E07000113,55542,4622,8.321630478
E07000114,59466,5994,10.07970941
E07000115,48085,3446,7.166476032
E07000116,47148,4361,9.249597014
E07000117,37143,5013,13.49648655
E07000118,44414,3654,8.227135588
E07000119,34490,2795,8.103798202
E07000120,33972,4483,13.19616154
E07000121,57170,6869,12.01504285
E07000122,36924,5552,15.03629076
E07000123,56931,7397,12.99292126
E07000124,23754,2317,9.75414667
E07000125,28733,3080,10.7193819
E07000126,45583,3604,7.906456354
E07000127,44888,4057,9.038050258
E07000128,46749,4019,8.596975336
E07000129,39485,3795,9.611244776
E07000130,67911,8551,12.59148003
E07000131,35646,3794,10.64355047
E07000132,46323,4936,10.65561384
E07000133,21934,2695,12.28686058
E07000134,39942,4576,11.45661209
E07000135,21816,2604,11.93619362
E07000136,27827,3660,13.15269343
