"Area.Codes","households","fuel_poor","proportion"
"E07000082",50226,9427,18.7691633815156
"E07000083",36988,5970,16.140369849681
"E07000084",71392,7491,10.4927722994173
"E07000085",48652,5634,11.5802022527337
"E07000086",53691,6099,11.3594457171593
"E07000087",47919,5030,10.496880151923
"E07000088",36446,4876,13.3786972507271
"E07000089",36568,3926,10.7361627652592
"E07000090",52759,6933,13.1408859151993
"E07000091",79061,9682,12.2462402448742
"E07000092",37483,4625,12.338926980231
"E07000093",49012,5735,11.7012160287277
"E07000094",48237,6374,13.2139229222381
"E07000095",38627,5126,13.2705102648407
"E07000096",61483,8457,13.7550217133191
"E07000098",40826,5919,14.4981139469946
"E07000099",54822,7974,14.5452555543395
"E07000102",36044,5078,14.0883364776384
"E07000103",37593,6774,18.0193121059772
"E07000105",49197,6602,13.419517450251
"E07000106",62533,10404,16.637615339101
"E07000107",41256,5506,13.3459375605972
"E07000108",49641,8323,16.7663826272638
"E07000109",41623,7052,16.9425557984768
"E07000110",65267,9043,13.8553939969663
"E07000111",48390,6558,13.5523868567886
"E07000112",48711,8123,16.6759048264252
"E07000113",57215,8889,15.5361356287687
"E07000114",61219,11114,18.1544945196753
"E07000115",49542,6423,12.9647571757297
"E07000116",48503,7358,15.1701956580005
"E07000117",38368,9622,25.0781901584654
"E07000118",45892,6696,14.5907783491676
"E07000119",35618,5131,14.4056375989668
"E07000120",35073,8675,24.7341259658427
"E07000121",59100,12103,20.4788494077834
"E07000122",38149,10588,27.7543316993892
"E07000123",58773,13392,22.7859731509367
"E07000124",24587,4085,16.6144710619433
"E07000125",29671,5432,18.3074382393583
"E07000126",47109,6547,13.8975567301365
"E07000127",46348,7071,15.2563217398809
"E07000128",48296,7731,16.0075368560543
"E07000129",39450,5561,14.0963244613435
"E07000130",67880,11691,17.2230406599882
"E07000131",35616,4954,13.909478885894
"E07000132",46281,7018,15.1638901493053
"E07000133",21924,3669,16.7350848385331
"E07000134",39913,6367,15.9521960263573
"E07000135",21798,3690,16.9281585466557
"E07000136",27804,5188,18.6591857286721
"E07000137",62150,11455,18.4312148028962
"E07000138",40646,8577,21.1017074250849
"E07000139",46858,6381,13.6177386999018
"E07000140",37999,5342,14.0582646911761
"E07000141",58487,9215,15.7556380050268
"E07000142",39163,6868,17.5369609069785
"E07000143",55990,8455,15.1009108769423
"E07000144",54757,6861,12.5299048523476
"E07000145",43215,8625,19.9583477959042
"E07000146",64629,10108,15.6400377539495
"E07000147",47308,8714,18.4197175953327
"E07000148",61854,12609,20.3851003977107
"E07000149",54227,7816,14.4134840577572
"E07000163",25114,4749,18.9097714422235
"E07000164",38967,5899,15.1384504837427
"E07000165",68622,10450,15.2283524234211
"E07000166",20668,3519,17.0263208825237
"E07000167",23046,4319,18.7407793109433
"E07000168",50493,10484,20.7632741172044
"E07000169",35306,4298,12.1735682320286
"E07000170",51925,8758,16.86663456909
"E07000171",48626,8347,17.1657138156542
"E07000172",47791,8232,17.225000523111
"E07000173",50366,8084,16.0505102648612
"E07000174",45824,7779,16.9758205307263
"E07000175",49768,8408,16.8943899694583
"E07000176",46778,7245,15.488049938005
"E07000177",58412,7468,12.7850441690064
"E07000178",57017,12043,21.1217706999667
"E07000179",55710,7271,13.0515167833423
"E07000180",50873,6370,12.52137676174
"E07000181",44559,5432,12.1905787831863
"E07000187",48566,9608,19.7833875550797
"E07000188",51328,10015,19.5117674563591
"E07000189",73167,14542,19.8750802957618
"E07000192",40807,7331,17.9650550150709
"E07000193",47418,11703,24.6805010755409
"E07000194",41387,7188,17.3677724889458
"E07000195",52768,11347,21.5035627653123
"E07000196",44642,7859,17.6044980063617
"E07000197",55924,11084,19.8197553823046
"E07000198",41946,8960,21.3607972154675
"E07000199",31744,5657,17.8206905241935
"E07000200",38544,6094,15.810502283105
"E07000202",58737,11988,20.4096225547781
"E07000203",41339,6356,15.3753114492368
"E07000207",54452,6763,12.4201131271579
"E07000208",30658,4275,13.9441581316459
"E07000209",55627,7710,13.8601758139033
"E07000210",36865,4779,12.9635155296352
"E07000211",57058,7073,12.3961582950682
"E07000212",33693,4560,13.5339684800997
"E07000213",40678,5076,12.4784896012587
"E07000214",34555,4044,11.7030820431197
"E07000215",34345,4239,12.342407919639
"E07000216",50750,6657,13.1172413793103
"E07000217",40624,4929,12.1332217408429
"E07000218",25922,4931,19.0224519712985
"E07000219",52927,10443,19.7309501766584
"E07000220",42036,8096,19.2596821771815
"E07000221",52143,9730,18.6602228487045
"E07000222",58918,11530,19.5695712685427
"E07000223",27753,3568,12.8562677908695
"E07000224",68637,9059,13.1984206768944
"E07000225",51275,7496,14.6192101413944
"E07000226",43988,5250,11.9350732017823
"E07000227",56489,6800,12.0377418612473
"E07000228",59032,7239,12.2628404932918
"E07000229",48377,7108,14.6929325919342
"E07000234",38448,6680,17.3741156887224
"E07000235",32340,7232,22.3623995052566
"E07000236",34854,6000,17.2146668961956
"E07000237",42226,9048,21.4275564817885
"E07000238",49685,9346,18.8105061889906
"E07000239",43146,9333,21.6312056737589
"E07000240",57587,8023,13.9319638112769
"E07000241",44803,6841,15.2690668035623
"E07000242",58061,7485,12.8916139921806
"E07000243",35804,4648,12.9817897441627
"E07000244",107335,19251,17.9354357851586
"E07000245",73031,10555,14.4527666333475
"E07000246",65933,13148,19.9414557202008
"E08000001",118791,23206,19.5351499692738
"E08000002",79749,14243,17.8597850756749
"E08000003",209159,55215,26.3985771590034
"E08000004",91643,17357,18.9397990026516
"E08000005",89398,17884,20.0049218103313
"E08000006",105758,18580,17.5684109003574
"E08000007",124601,20252,16.2534811117086
"E08000008",96976,16827,17.3517158884673
"E08000009",96468,17109,17.7354148525936
"E08000010",139218,22495,16.1581117384246
"E08000011",62684,11516,18.3715142620126
"E08000012",210818,54104,25.6638427458756
"E08000013",77386,13289,17.1723567570362
"E08000014",120486,23206,19.2603290008798
"E08000015",143503,26862,18.7187724298447
"E08000016",102811,16675,16.2190816157804
"E08000017",129161,22437,17.3713427427784
"E08000018",110613,17672,15.9764223011762
"E08000019",234893,45151,19.2219436083664
"E08000021",118362,27159,22.9457089268515
"E08000022",92240,16086,17.4392888117953
"E08000023",67896,13526,19.9216448686226
"E08000024",121046,26587,21.9643771789237
"E08000025",412401,138212,33.5139827497993
"E08000026",129082,36425,28.2184967694954
"E08000027",130394,29467,22.5984324432106
"E08000028",121966,35455,29.0695767672958
"E08000029",86375,15457,17.8952243125905
"E08000030",108226,27306,25.2305361003825
"E08000031",102569,29598,28.8566720939075
"E08000032",203464,50841,24.9877128140605
"E08000033",90444,18702,20.6779885896245
"E08000034",177100,37055,20.9232072275551
"E08000035",327513,67495,20.6083422642765
"E08000036",143367,21900,15.2754818054364
"E08000037",90089,17443,19.3619642797678
"E09000001",4460,306,6.8609865470852
"E09000002",71101,13942,19.6087256156735
"E09000003",138553,23858,17.2194034051951
"E09000004",94450,13691,14.4955002646903
"E09000005",112395,23854,21.223364028649
"E09000006",133450,17856,13.3802922442862
"E09000007",99440,17367,17.4648028962188
"E09000008",147895,25892,17.5070151120728
"E09000009",126503,24699,19.5244381556169
"E09000010",122209,22881,18.7228436530861
"E09000011",103078,16819,16.3167698247929
"E09000012",103592,17325,16.7242644219631
"E09000013",82180,15045,18.3073740569482
"E09000014",103875,21946,21.1273164861613
"E09000015",85884,17112,19.9245493922034
"E09000016",99099,13068,13.1868131868132
"E09000017",102216,16737,16.374148861235
"E09000018",96723,17268,17.8530442604138
"E09000019",95332,14443,15.1502118910754
"E09000020",80149,15160,18.9147712385682
"E09000021",64928,10753,16.5614218827008
"E09000022",132476,21621,16.3206920498807
"E09000023",118339,20957,17.7092927944296
"E09000024",80400,14093,17.5286069651741
"E09000025",103574,27263,26.3222430339661
"E09000026",101097,20559,20.3359150123149
"E09000027",81410,11123,13.6629406706793
"E09000028",122686,17473,14.2420488075249
"E09000029",79724,10875,13.6408107972505
"E09000030",103176,13829,13.4033108474839
"E09000031",98708,21113,21.3893504072618
"E09000032",132997,19436,14.6138634706046
"E09000033",107747,18859,17.5030395277827
