Area Codes,households,fuel_poor,proportion
E06000001,41294,6066,14.689785440984164
E06000002,58444,9962,14.689785440984164
E06000003,60909,8688,14.689785440984164
E06000004,80899,10856,14.689785440984164
E06000005,47668,6551,14.689785440984164
E06000006,55196,7042,14.689785440984164
E06000007,88182,8936,14.689785440984164
E06000008,59367,8554,14.689785440984164
E06000009,66718,10599,14.689785440984164
E06000010,115252,15877,14.689785440984164
E06000011,146478,14238,14.689785440984164
E06000012,71380,9176,14.689785440984164
E06000013,72351,8066,14.689785440984164
E06000014,85528,9005,14.689785440984164
E06000015,105205,13836,14.689785440984164
E06000016,126770,19312,14.689785440984164
E06000017,15444,1589,14.689785440984164
E06000018,129882,18980,14.689785440984164
E06000019,81847,11043,14.689785440984164
E06000020,69503,8386,14.689785440984164
E06000021,112248,17234,14.689785440984164
E06000022,77508,7410,14.689785440984164
E06000023,192141,20709,14.689785440984164
E06000024,93067,7869,14.689785440984164
E06000025,113249,8546,14.689785440984164
E06000026,115150,13578,14.689785440984164
E06000027,62243,6746,14.689785440984164
E06000030,93253,8186,14.689785440984164
E06000031,77906,8235,14.689785440984164
E06000032,78080,9224,14.689785440984164
E06000033,78357,7951,14.689785440984164
E06000034,65555,5638,14.689785440984164
E06000035,112147,11376,14.689785440984164
E06000036,48541,3165,14.689785440984164
E06000037,65827,4907,14.689785440984164
E06000038,66446,7904,14.689785440984164
E06000039,53560,5907,14.689785440984164
E06000040,61590,4995,14.689785440984164
E06000041,63834,4515,14.689785440984164
E06000042,104273,7805,14.689785440984164
E06000043,128229,14593,14.689785440984164
E06000044,90169,11052,14.689785440984164
E06000045,103800,12036,14.689785440984164
E06000046,64445,7308,14.689785440984164
E06000047,228622,31906,14.689785440984164
E06000049,165188,17895,14.689785440984164
E06000050,146577,16493,14.689785440984164
E06000051,135084,17670,14.689785440984164
E06000052,242696,31060,14.689785440984164
E06000053,1052,163,14.689785440984164
E06000054,204772,18426,14.689785440984164
E06000055,67031,6763,14.689785440984164
E06000056,109518,8792,14.689785440984164
E06000057,141560,18162,14.689785440984164
E06000058,175900,18907,14.689785440984164
E06000059,167342,15580,14.689785440984164
E06000060,212162,17437,14.689785440984164
E06000061,136458,14571,14.689785440984164
E06000062,159680,16206,14.689785440984164
E07000008,49104,5632,14.689785440984164
E07000009,36307,3097,14.689785440984164
E07000010,42481,4585,14.689785440984164
E07000011,72793,6067,14.689785440984164
E07000012,63000,5031,14.689785440984164
E07000026,43826,5411,14.689785440984164
E07000027,32338,4959,14.689785440984164
E07000028,50013,6144,14.689785440984164
E07000029,31658,3832,14.689785440984164
E07000030,23847,2669,14.689785440984164
E07000031,48253,5045,14.689785440984164
E07000032,54112,6731,14.689785440984164
E07000033,33735,3948,14.689785440984164
E07000034,48141,5728,14.689785440984164
E07000035,31687,3464,14.689785440984164
E07000036,50108,6180,14.689785440984164
E07000037,40093,4239,14.689785440984164
E07000038,44352,5055,14.689785440984164
E07000039,40102,4225,14.689785440984164
E07000040,62143,5944,14.689785440984164
E07000041,51897,6035,14.689785440984164
E07000042,34505,3781,14.689785440984164
E07000043,42074,4878,14.689785440984164
