"Area.Codes","households","fuel_poor","proportion"
"E07000070",68858,9233,13.4087542478724
"E07000071",70782,10890,15.3852674408748
"E07000072",51354,7857,15.2996845425867
"E07000073",34237,4077,11.908169524199
"E07000074",25507,3729,14.6195162112361
"E07000075",33173,3995,12.0429264763512
"E07000076",61365,9851,16.053124745376
"E07000077",30940,5420,17.5177763413058
"E07000078",52513,8675,16.5197189267419
"E07000079",37424,6756,18.0525865754596
"E07000080",35227,6255,17.7562665001277
"E07000081",51963,8504,16.3654908300137
"E07000082",49246,8439,17.1364171709377
"E07000083",36246,5046,13.9215361695084
"E07000084",69255,7291,10.5277597285395
"E07000085",47232,5759,12.1930047425474
"E07000086",52136,5649,10.8351235230934
"E07000087",46535,4540,9.75609756097561
"E07000088",35386,4395,12.4201661674108
"E07000089",35472,3616,10.1939557961209
"E07000090",51277,6395,12.4714784406264
"E07000091",76769,9467,12.331800596595
"E07000092",36318,4490,12.3630155845586
"E07000093",47584,5883,12.363399462004
"E07000094",46822,6650,14.2027252146427
"E07000095",37214,4384,11.7805127102703
"E07000096",59249,8286,13.9850461611166
"E07000098",39320,5887,14.972024415056
"E07000099",52809,8204,15.5352307371849
"E07000102",34690,5452,15.7163447679447
"E07000103",36283,6958,19.1770250530552
"E07000105",47754,6720,14.0721196130167
"E07000106",60729,10003,16.4715374862092
"E07000107",40040,5253,13.1193806193806
"E07000108",48276,8327,17.2487364321816
"E07000109",40380,6702,16.5973254086181
"E07000110",63396,9278,14.6349927440217
"E07000111",46975,6895,14.6780202235232
"E07000112",47349,7756,16.3804937802277
"E07000113",55542,8597,15.4783767239206
"E07000114",59466,11149,18.7485285709481
"E07000115",48085,6410,13.3305604658417
"E07000116",47148,8111,17.2032747942649
"E07000117",37143,9324,25.1029803731524
"E07000118",44414,6796,15.3014815148377
"E07000119",34490,5199,15.0739344737605
"E07000120",33972,8338,24.5437419050983
"E07000121",57170,12776,22.3473849921287
"E07000122",36924,10327,27.9682591268552
"E07000123",56931,13758,24.1660958001792
"E07000124",23754,4310,18.1443125368359
"E07000125",28733,5729,19.9387463891692
"E07000126",45583,6703,14.7050435469364
"E07000127",44888,7546,16.8107289253253
"E07000128",46749,7475,15.9896468373655
"E07000129",39485,7059,17.8776750664809
"E07000130",67911,15905,23.4203589992785
"E07000131",35646,7057,19.797452729619
"E07000132",46323,9181,19.8195280961941
"E07000133",21934,5013,22.8549284216285
"E07000134",39942,8511,21.3083971759051
"E07000135",21816,4843,22.1993032636597
"E07000136",27827,6808,24.4654472275128
"E07000137",62212,15248,24.5097408860027
"E07000138",40659,11497,28.276642317814
"E07000139",46886,8506,18.141876039756
"E07000140",38012,7403,19.4754288119541
"E07000141",58530,12456,21.2813941568426
"E07000142",39190,9304,23.7407501913754
"E07000143",53857,8562,15.8976549009414
"E07000144",52710,6607,12.5346234111174
"E07000145",41585,8258,19.8581219189612
"E07000146",62261,10611,17.0427715584395
"E07000147",45490,9443,20.7584084414157
"E07000148",59641,13526,22.6790295266679
"E07000149",52160,8126,15.5789877300613
"E07000163",25148,5264,20.9320820741212
"E07000164",39023,6586,16.8772262511852
"E07000165",68724,11679,16.9940632093592
"E07000166",20703,4138,19.9874414336087
"E07000167",23090,5093,22.0571676050238
"E07000168",50558,11420,22.5879188259029
"E07000169",35350,4605,13.026874115983
"E07000170",51969,12103,23.2888837576247
"E07000171",48696,11519,23.6549203219977
"E07000172",47816,10669,22.3126150242597
"E07000173",50400,10271,20.3789682539683
"E07000174",45851,10781,23.5131185797474
"E07000175",49815,11738,23.5631837799859
"E07000176",46827,9983,21.3188972174173
"E07000177",56678,6912,12.1952080172201
"E07000178",55330,12743,23.0309054762335
"E07000179",54066,7168,13.2578700107276
"E07000180",49370,6343,12.8478833299575
"E07000181",43215,5563,12.8728450769409
"E07000187",47605,8098,17.0108181913665
"E07000188",50317,8184,16.2648806566369
"E07000189",71705,12226,17.0504148943588
"E07000192",39764,8204,20.6317271904235
"E07000193",46217,12536,27.1242183612091
"E07000194",40285,8203,20.3624177733648
"E07000195",51374,12797,24.9094872892903
"E07000196",43435,8489,19.5441464256936
"E07000197",54462,12596,23.128052587125
"E07000198",40833,10288,25.1953077167977
"E07000199",30885,5779,18.7113485510766
"E07000200",37071,6294,16.9782309622077
"E07000202",56637,12402,21.8973462577467
"E07000203",39855,6720,16.8611215656756
"E07000207",52872,7254,13.7199273717658
"E07000208",29757,4423,14.8637295426286
"E07000209",53917,8009,14.8543131108927
"E07000210",35806,5111,14.2741439982126
"E07000211",55377,7094,12.810372537335
"E07000212",32683,4419,13.5207906250956
"E07000213",39482,4736,11.9953396484474
"E07000214",33513,3860,11.5179184197177
"E07000215",33316,4631,13.9002281186217
"E07000216",49229,7103,14.4284872737614
"E07000217",39435,4983,12.6359832635983
"E07000218",25203,5517,21.8902511605761
"E07000219",51526,11400,22.1247525521096
"E07000220",40926,9441,23.0684650344524
"E07000221",50720,11744,23.1545741324921
"E07000222",57345,12416,21.6514081436917
"E07000223",26937,3409,12.6554553216765
"E07000224",66639,8275,12.4176533261303
"E07000225",49798,8071,16.2074782119764
"E07000226",42689,4628,10.8412003092131
"E07000227",54872,6945,12.6567283860621
"E07000228",57368,7185,12.5244038488356
"E07000229",47018,6841,14.5497469054405
"E07000234",37430,7591,20.2805236441357
"E07000235",31487,8880,28.2021151586369
"E07000236",33962,6579,19.3716506683941
"E07000237",41095,9996,24.3241270227522
"E07000238",48309,10894,22.5506634374547
"E07000239",42018,10563,25.1392260459803
"E07000240",55492,8260,14.8850284725726
"E07000241",43081,6992,16.2298925280286
"E07000242",55921,7827,13.9965308202643
"E07000243",34479,4055,11.7607819252298
"E07000244",103159,19424,18.8291860138233
"E07000245",70369,10459,14.8630789125893
"E07000246",64562,11521,17.8448623029026
"E08000001",115105,24377,21.1780548195126
"E08000002",77233,14822,19.1912783395699
"E08000003",202817,59907,29.5374648081768
"E08000004",88677,18425,20.7776537320839
"E08000005",86573,18518,21.3900407748374
"E08000006",102414,20458,19.9757845607046
"E08000007",120607,21710,18.0006135630602
"E08000008",93902,18144,19.3222721560776
"E08000009",93439,19292,20.6466250709019
"E08000010",134887,23695,17.566555709594
"E08000011",60608,11471,18.9265443505808
"E08000012",204266,54840,26.8473461075265
"E08000013",74851,14062,18.7866561568984
"E08000014",116583,24773,21.249238739782
"E08000015",139030,28908,20.7926346831619
"E08000016",102956,18652,18.1164769416061
"E08000017",129343,23961,18.5251617791454
"E08000018",110778,20265,18.293343443644
"E08000019",235206,49483,21.0381537885938
"E08000021",115015,28598,24.8645828804938
"E08000022",89634,16124,17.9887096414307
"E08000023",65896,13472,20.4443365302902
"E08000024",117514,25677,21.8501625338258
"E08000025",401383,150416,37.4744321508385
"E08000026",125664,38158,30.3651005856888
"E08000027",126948,33720,26.5620569051895
"E08000028",118763,39674,33.4060271296616
"E08000029",84122,16768,19.9329545184375
"E08000030",105444,31676,30.0405902659231
"E08000031",99907,34068,34.0997127328415
"E08000032",203748,53767,26.3889706892828
"E08000033",90570,19606,21.6473445953406
"E08000034",177359,39480,22.2599360618858
"E08000035",328033,70788,21.5795362051989
"E08000036",143576,24879,17.328104975762
"E08000037",87487,17901,20.4613256826729
"E09000001",4199,184,4.38199571326506
"E09000002",66339,12417,18.7174964952743
"E09000003",129668,23501,18.1239781596076
"E09000004",88204,12408,14.0673892340483
"E09000005",105270,22768,21.6281941673791
"E09000006",124708,16357,13.1162395355551
"E09000007",93014,15265,16.4115079450405
"E09000008",138178,22642,16.3861106688474
"E09000009",118304,23756,20.0804706518799
"E09000010",114459,18743,16.3752959575044
"E09000011",96155,14768,15.3585356975716
"E09000012",97168,14575,14.9997941709205
"E09000013",76811,13130,17.0939058207809
"E09000014",97413,18276,18.7613562871485
"E09000015",80374,17538,21.8204892129296
"E09000016",92640,11889,12.8335492227979
"E09000017",95441,16219,16.9937448266468
"E09000018",90592,17737,19.5789915224302
"E09000019",89352,12241,13.6997493061151
"E09000020",74734,12183,16.3018171113549
"E09000021",60625,10053,16.5822680412371
"E09000022",124184,17356,13.9760355601366
"E09000023",110725,16470,14.874689546173
"E09000024",74871,12032,16.0703075957313
"E09000025",96631,24872,25.7391520319566
"E09000026",94418,18909,20.0269016501091
"E09000027",76120,10751,14.1237519705728
"E09000028",115037,13628,11.8466232603423
"E09000029",74455,10210,13.712980995232
"E09000030",96734,13160,13.6043169929911
"E09000031",92439,18918,20.4653879855905
"E09000032",124561,16152,12.9671405977794
"E09000033",101039,15706,15.5444927206326
